,fr_yn,bldng_us,bldng_archtctr,bldng_cnt,bldng_ar,ttl_ar,lnd_ar,ttl_grnd_flr,ttl_dwn_flr,bldng_us_clssfctn,tmprtr,wnd_spd,wnd_drctn,hmdt,jmk,rgnl_ar_nm,lnd_us_sttn_nm,fr_sttn_dstnc,bldng_ar_prc,fr_wthr_fclt_dstnc,fr_mn_cnt,mlt_us_yn,cctv_dstnc,fr_wthr_fclt_in_100m,cctv_in_100m,tbc_rtl_str_dstnc,sft_emrgnc_bll_dstnc,ahsm_dstnc,no_tbc_zn_dstnc,bldng_cnt_in_50m,dt_of_fr_hr,dt_of_fr_mth,화재시점나이,한채당가용면적,면적대비예상채수,예상채수초과,한채당평균지상층수,한채당평균지하층수,예상평균층당면적,season,계절평균온도차,반대풍향여부,측면도로크기,차량통행가능여부
3866,1,3,5,2,153.0,153.0,2106.0,1.0,0.0,6,11.8,1.5,320.0,26.0,2,1,5,8344,1163399.0,2887,111.0,0,2316,0,0,10746,55804,8184,177,0,16,2,12.0,1053.0,13.764705882352942,0,0.5,0.0,153.0,1,9.128833267638944,1,2,0
3867,0,3,1,3,67.43,67.43,400.0,1.0,0.0,6,28.0,0.8,360.0,59.0,2,1,5,5128,192793.0,2718,121.0,0,2469,0,0,11097,36526,5713,1833,0,16,8,59.0,133.33333333333334,5.932077710218003,0,0.3333333333333333,0.0,67.43,3,3.262560033409894,1,2,1
3868,1,3,5,3,169.0,169.0,340.0,1.0,0.0,6,25.5,1.6,20.0,40.0,2,1,5,1648,250296.0,525,121.0,0,448,0,0,9400,41834,11648,291,0,15,8,17.0,113.33333333333333,2.0118343195266273,1,0.3333333333333333,0.0,169.0,3,0.7625600334098941,1,2,1
3869,0,3,2,4,160.6,160.6,638.0,1.0,0.0,6,6.7,1.1,230.0,70.0,2,1,5,7995,85519.0,2432,121.0,0,824,0,0,10100,39806,12791,1884,0,19,11,20.0,159.5,3.9726027397260277,1,0.25,0.0,160.6,0,-8.716313269493845,0,2,0
3870,0,3,2,1,88.08,88.08,393.0,1.0,0.0,6,0.5,4.1,270.0,23.0,2,1,5,10136,332652.0,2203,121.0,0,940,0,0,7938,39526,12178,3560,0,12,2,21.0,393.0,4.461852861035422,0,1.0,0.0,88.08,1,-2.171166732361056,1,2,0
3871,0,3,1,3,43.0,43.0,387.0,1.0,0.0,6,10.7,2.6,70.0,22.0,2,1,5,6590,155569.0,1310,121.0,0,729,0,0,11357,39107,12436,525,0,17,2,62.0,129.0,9.0,0,0.3333333333333333,0.0,43.0,1,8.028833267638943,1,2,0
3872,0,3,1,5,50.6,50.6,347.0,2.0,0.0,6,18.4,0.4,0.0,74.0,2,1,23,9827,222698.0,1073,121.0,0,202,0,0,6711,33400,6125,828,0,23,5,58.0,69.4,6.857707509881423,0,0.4,0.0,25.3,2,4.506736996728316,1,3,1
3873,1,3,2,2,230.55,230.55,170.0,2.0,0.0,5,0.0,0.9,200.0,79.0,2,1,23,9978,215395.0,980,121.0,0,65,0,1,6955,33686,6431,908,0,23,11,30.0,85.0,0.7373671654738668,1,1.0,0.0,115.275,0,-15.416313269493845,0,3,1
3874,0,3,1,2,61.2,61.2,208.0,1.0,0.0,6,15.6,0.6,250.0,78.0,2,1,5,8578,90509.0,1880,121.0,0,319,0,0,10769,46719,19364,3801,0,0,4,65.0,104.0,3.3986928104575163,0,0.5,0.0,61.2,2,1.706736996728317,1,2,1
3875,0,3,1,5,52.91,52.91,347.0,1.0,0.0,6,26.8,0.7,110.0,67.0,2,1,5,15354,165185.0,5110,121.0,0,1967,0,0,6933,37091,9826,2599,13,18,8,64.0,69.4,6.558306558306558,0,0.2,0.0,52.91,3,2.062560033409895,0,2,1
3876,0,3,1,2,46.28,46.28,274.0,1.0,0.0,6,6.5,1.6,270.0,22.0,2,1,5,17364,136574.0,3706,121.0,0,2931,0,0,5462,30934,4943,2794,0,18,2,81.0,137.0,5.92048401037165,0,0.5,0.0,46.28,1,3.828833267638944,1,2,0
3877,0,3,1,4,70.25,70.25,678.0,1.0,0.0,6,29.1,2.9,200.0,67.0,2,1,5,18014,168571.0,3236,121.0,0,74,0,1,4746,35224,8056,262,0,12,7,71.0,169.5,9.651245551601424,0,0.25,0.0,70.25,3,4.3625600334098955,0,2,0
3878,0,3,1,5,119.0,119.0,645.0,2.0,0.0,6,0.5,2.3,270.0,33.0,2,1,5,21301,252161.0,1997,121.0,0,927,0,0,3189,37812,5022,2682,0,21,2,65.0,129.0,5.420168067226891,0,0.4,0.0,59.5,1,-2.171166732361056,1,2,1
3879,0,3,6,2,89.35,82.19,602.0,1.0,0.0,6,11.6,0.5,70.0,70.0,2,1,5,21307,537687.0,2433,121.0,0,893,0,0,3612,38551,5716,3125,0,3,5,11.0,301.0,6.7375489647453835,0,0.5,0.0,82.19,2,-2.293263003271683,1,3,1
3880,0,3,2,3,159.86,240.38,260.7,3.0,0.0,6,9.2,2.6,270.0,14.0,2,10,5,21922,338501.0,75,121.0,0,72,1,1,200,35597,5139,249,26,16,1,57.0,86.89999999999999,1.6308019517077441,1,1.0,0.0,80.12666666666667,1,6.528833267638943,1,2,1
3881,0,3,1,1,85.95,85.95,395.0,1.0,0.0,6,7.7,0.2,0.0,73.0,2,13,5,21543,737936.0,99,121.0,0,283,0,0,414,35207,4813,174,23,12,12,66.0,395.0,4.595695171611402,0,1.0,0.0,85.95,1,5.0288332676389444,1,2,1
3882,1,3,1,6,204.96,204.96,3093.0,3.0,0.0,6,13.3,0.0,0.0,94.0,2,1,5,19626,319716.0,1524,121.0,0,1096,0,0,2836,33541,4922,34,0,8,10,61.0,515.5,15.090749414519905,0,0.5,0.0,68.32000000000001,0,-2.116313269493844,1,2,1
3883,0,3,2,3,112.9,112.9,495.0,1.0,0.0,6,19.9,0.5,270.0,85.0,2,4,5,1046,605846.0,530,210.0,0,408,0,0,4940,512,26149,321,9,3,9,19.0,165.0,4.384410983170947,0,0.3333333333333333,0.0,112.9,0,4.483686730506154,1,3,1
3884,0,3,1,2,49.58,49.58,225.0,1.0,0.0,6,1.9,1.2,250.0,94.0,2,1,5,18150,207047.0,3237,121.0,0,3312,0,0,4689,39539,9885,4563,0,4,4,67.0,112.5,4.538120209762001,0,0.5,0.0,49.58,2,-11.993263003271682,1,2,0
3885,0,3,5,1,118.8,117.36,468.0,1.0,0.0,6,26.6,1.2,140.0,36.0,2,13,5,21666,705521.0,205,121.0,0,395,0,0,486,36076,5692,377,0,12,5,11.0,468.0,3.9393939393939394,0,1.0,0.0,117.36,2,12.706736996728319,0,3,1
3886,0,3,1,1,109.09,109.09,162.0,1.0,0.0,6,30.0,1.1,70.0,54.0,2,15,5,21719,169569.0,23,121.0,0,141,3,0,247,35381,4978,344,32,20,8,60.0,162.0,1.485012375103126,0,1.0,0.0,109.09,3,5.262560033409894,1,2,1
3887,1,3,1,5,39.6,39.6,390.0,1.0,0.0,6,-6.5,1.9,250.0,35.0,2,13,5,362,363744.0,94,121.0,0,65,0,1,1606,48462,16045,366,1,9,12,76.0,78.0,9.848484848484848,0,0.2,0.0,39.6,1,-9.171166732361057,1,2,1
3888,0,4,1,4,19.2,19.2,469.0,1.0,0.0,3,19.1,1.0,250.0,76.0,2,1,5,3184,405446.0,1444,109.0,0,112,0,0,3492,75514,3053,2855,0,19,5,90.0,117.25,24.427083333333336,0,0.25,0.0,19.2,2,5.206736996728319,1,2,0
3889,0,3,1,3,49.5,49.5,327.0,1.0,0.0,6,17.7,0.8,230.0,86.0,2,1,5,3857,237500.0,118,121.0,0,1154,0,0,2825,48902,16618,2896,0,6,5,45.0,109.0,6.606060606060606,0,0.3333333333333333,0.0,49.5,2,3.8067369967283167,0,3,1
3890,0,3,1,1,72.7,72.7,407.0,1.0,0.0,6,18.4,1.4,230.0,77.0,2,1,5,3909,173567.0,41,121.0,0,1126,1,0,2913,49020,16738,2983,0,15,4,66.0,407.0,5.598349381017881,0,1.0,0.0,72.7,2,4.506736996728316,0,2,1
3891,1,3,2,4,66.87,66.87,242.0,1.0,0.0,6,0.7,1.0,50.0,39.0,2,13,5,2155,873498.0,62,121.0,0,165,1,0,177,46494,14042,161,4,10,2,35.0,60.5,3.6189621653955433,1,0.25,0.0,66.87,1,-1.9711667323610562,1,2,1
3892,1,3,2,7,25.5,25.5,8033.0,1.0,0.0,6,20.8,1.0,90.0,19.0,6,11,3,2045,59805.0,255,121.0,0,310,0,0,667,47780,15350,740,0,16,10,27.0,1147.5714285714287,315.01960784313724,0,0.14285714285714285,0.0,25.5,0,5.383686730506156,0,1,0
3893,0,3,2,2,91.95,91.95,925.0,2.0,0.0,6,13.7,3.0,180.0,48.0,2,13,5,1268,458134.0,65,121.0,0,278,1,0,430,47505,15053,356,0,22,3,60.0,462.5,10.059815116911365,0,1.0,0.0,45.975,2,-0.19326300327168333,0,2,1
3894,0,3,1,2,26.4,26.4,131.0,1.0,0.0,6,19.3,1.2,230.0,89.0,2,15,5,2135,1192500.0,61,121.0,0,189,2,0,89,46553,14101,80,3,3,9,53.0,65.5,4.962121212121213,0,0.5,0.0,26.4,0,3.883686730506156,0,2,0
3895,0,3,1,1,46.3,46.3,116.0,1.0,0.0,6,22.1,1.7,180.0,61.0,2,13,5,1406,796976.0,65,121.0,0,53,1,1,269,47011,14575,122,0,13,5,55.0,116.0,2.5053995680345573,0,1.0,0.0,46.3,2,8.206736996728319,0,3,1
3896,0,3,2,1,116.54,214.41,196.0,2.0,0.0,6,14.3,0.3,0.0,81.0,2,15,5,1717,624971.0,107,121.0,0,2,0,1,414,46701,14264,101,33,22,10,21.0,196.0,1.6818259824952806,0,2.0,0.0,107.205,0,-1.116313269493844,1,3,1
3897,0,3,3,4,106.88,106.88,345.0,1.0,0.0,6,19.4,0.8,180.0,88.0,2,13,23,1586,908449.0,63,121.0,0,40,1,2,524,46834,14408,77,0,3,8,34.0,86.25,3.2279191616766467,1,0.25,0.0,106.88,3,-5.337439966590107,0,3,0
3898,0,3,1,7,175.48,227.73,3609.0,4.0,0.0,6,26.7,2.0,200.0,27.0,2,1,20,21293,194690.0,930,121.0,0,682,0,0,2099,35186,3936,1274,0,16,4,56.0,515.5714285714286,20.566446318668795,0,0.5714285714285714,0.0,56.9325,2,12.806736996728317,0,2,0
3899,0,3,1,3,53.3,53.3,175.0,1.0,0.0,6,3.2,0.8,360.0,23.0,2,1,5,12569,106004.0,6977,121.0,0,1906,0,0,13310,63206,2825,2606,0,19,2,67.0,58.333333333333336,3.283302063789869,0,0.3333333333333333,0.0,53.3,1,0.528833267638944,1,2,1
3900,0,3,1,3,44.7,44.7,192.0,1.0,0.0,6,12.6,0.7,50.0,100.0,2,1,5,9895,562319.0,5039,121.0,0,1472,0,0,8017,63556,2949,2136,0,5,9,58.0,64.0,4.295302013422819,0,0.3333333333333333,0.0,44.7,0,-2.816313269493845,1,2,0
3901,1,3,1,5,76.3,76.3,327.0,1.0,0.0,6,-8.9,0.2,0.0,80.0,2,1,5,12877,94626.0,8135,121.0,0,1623,0,0,12379,59766,7277,2255,0,4,12,67.0,65.4,4.285714285714286,1,0.2,0.0,76.3,1,-11.571166732361057,1,2,1
3902,0,9,2,1,130.7,130.7,267.1,1.0,0.0,5,22.1,4.1,290.0,22.0,2,1,23,12008,394196.0,6684,121.0,0,200,0,0,10113,61466,5111,97,0,16,5,29.0,267.1,2.043611323641928,0,1.0,0.0,130.7,2,8.206736996728319,1,3,1
3903,0,3,1,4,65.4,65.4,562.0,1.0,0.0,6,11.0,0.9,90.0,58.0,2,1,5,11910,152853.0,7668,121.0,0,480,0,0,10000,60720,5781,2668,0,17,12,63.0,140.5,8.593272171253822,0,0.25,0.0,65.4,1,8.328833267638943,0,2,0
3904,0,3,1,3,48.2,48.2,327.0,1.0,0.0,6,21.9,0.2,0.0,93.0,2,1,5,9664,170539.0,6027,121.0,0,1068,0,0,7751,62972,3691,3170,0,6,8,54.0,109.0,6.784232365145228,0,0.3333333333333333,0.0,48.2,3,-2.8374399665901073,1,2,1
3905,0,3,1,5,77.3,77.3,377.0,1.0,0.0,6,16.5,4.2,50.0,50.0,2,1,5,14854,121311.0,8064,121.0,0,88,0,0,13292,60647,6056,2671,0,17,5,58.0,75.4,4.8771021992238035,1,0.2,0.0,77.3,2,2.6067369967283174,1,2,0
3906,0,3,1,2,105.8,105.8,311.0,1.0,0.0,6,3.4,0.5,320.0,82.0,2,1,5,13521,78166.0,3779,121.0,0,2812,0,0,8814,61821,7869,3330,0,2,11,66.0,155.5,2.939508506616257,0,0.5,0.0,105.8,0,-12.016313269493844,1,2,0
3907,0,3,3,3,126.4,126.4,350.0,1.0,0.0,6,22.5,0.7,180.0,92.0,2,1,5,13957,94937.0,3627,121.0,0,2621,0,0,8275,60918,8724,3191,0,20,9,34.0,116.66666666666667,2.7689873417721516,1,0.3333333333333333,0.0,126.4,0,7.083686730506155,0,2,1
3908,0,3,1,2,95.8,95.8,704.0,1.0,0.0,6,11.1,1.5,50.0,75.0,2,1,5,13584,207632.0,4236,121.0,0,2134,0,0,9073,61215,8143,2529,0,11,11,45.0,352.0,7.348643006263048,0,0.5,0.0,95.8,0,-4.316313269493845,1,2,1
3909,0,3,1,3,49.5,49.5,499.0,1.0,0.0,6,23.6,0.6,230.0,84.0,2,1,5,10371,299195.0,5204,121.0,0,1665,0,0,11052,58555,10232,2072,0,3,8,55.0,166.33333333333334,10.080808080808081,0,0.3333333333333333,0.0,49.5,3,-1.1374399665901045,0,2,1
3910,0,3,4,10,59.14,59.14,588.0,2.0,0.0,6,9.0,2.3,20.0,86.0,9,1,17,12648,168539.0,1427,121.0,0,761,0,0,2604,71320,7801,1000,0,12,3,75.0,58.8,9.942509299966181,1,0.2,0.0,29.57,2,-4.893263003271683,1,2,1
3911,1,3,2,1,90.38,86.46,462.0,1.0,0.0,6,2.3,2.7,320.0,20.0,2,1,5,9649,688180.0,4637,121.0,0,193,0,0,6824,68461,3788,1360,3,20,3,4.0,462.0,5.111750387253817,0,1.0,0.0,86.46,2,-11.593263003271684,1,3,1
3912,0,3,5,1,80.4,80.4,566.0,1.0,0.0,6,20.3,1.0,230.0,78.0,2,5,5,13577,567164.0,1373,121.0,0,1606,0,0,2545,73312,9394,1694,0,21,6,2.0,566.0,7.039800995024875,0,1.0,0.0,80.4,3,-4.437439966590105,0,2,1
3913,1,3,1,2,191.79,192.06,182.0,2.0,0.0,6,34.4,3.3,180.0,20.0,2,1,5,8728,69014.0,4565,121.0,0,1947,0,0,6522,71363,4364,2336,0,16,5,59.0,91.0,0.9489545857448252,1,1.0,0.0,96.03,2,20.506736996728314,0,2,0
3914,1,3,5,3,82.08,82.08,237.0,1.0,0.0,6,18.8,0.3,0.0,93.0,2,1,5,3969,610380.0,295,85.0,0,800,0,0,998,13278,1828,3182,0,7,6,-1.0,79.0,2.8874269005847952,1,0.3333333333333333,0.0,82.08,3,-5.937439966590105,1,2,1
3915,0,4,3,2,179.58,179.58,1383.0,2.0,0.0,6,-1.0,0.6,200.0,87.0,2,1,5,13384,143921.0,804,121.0,0,72,0,1,2060,70677,8276,117,0,22,1,28.0,691.5,7.701303040427664,0,1.0,0.0,89.79,1,-3.671166732361056,0,3,0
3916,1,3,2,5,258.97,249.03,836.0,2.0,0.0,6,29.6,3.3,290.0,22.0,2,1,5,10086,202653.0,3485,121.0,0,909,0,0,5280,70589,5111,1169,0,16,4,67.0,167.2,3.2281731474688184,1,0.4,0.0,124.515,2,15.706736996728319,1,2,1
3917,1,3,2,1,109.78,89.26,463.0,1.0,0.0,6,21.0,3.8,160.0,38.0,2,1,5,12633,273359.0,3678,121.0,0,1105,0,0,6255,66417,6558,3244,1,13,3,23.0,463.0,4.217525961012935,0,1.0,0.0,89.26,2,7.106736996728317,0,2,0
3918,0,3,1,1,67.86,67.86,635.0,1.0,0.0,6,22.2,0.8,250.0,70.0,2,1,5,12733,278922.0,1341,121.0,0,666,0,0,2530,71223,7844,871,0,8,9,64.0,635.0,9.357500736811081,0,1.0,0.0,67.86,0,6.783686730506155,1,2,0
3919,1,3,2,4,160.53,160.53,628.0,2.0,0.0,6,-4.4,1.2,230.0,89.0,2,1,5,9697,167940.0,3791,121.0,0,1639,0,0,5549,71436,5209,2045,0,7,12,70.0,157.0,3.9120413629851116,1,0.5,0.0,80.265,1,-7.071166732361057,0,2,0
3920,0,3,1,2,54.88,54.88,248.0,1.0,0.0,6,-4.7,0.7,360.0,68.0,2,13,5,14723,223859.0,98,121.0,0,348,0,0,534,71653,9849,354,0,6,12,53.0,124.0,4.518950437317784,0,0.5,0.0,54.88,1,-7.371166732361056,1,2,0
3921,0,3,2,3,131.36,121.66,502.0,1.0,0.0,6,6.1,0.7,200.0,77.0,2,13,5,10024,236944.0,1278,121.0,0,271,0,0,6079,63708,12040,452,0,21,11,18.0,167.33333333333334,3.821559074299634,0,0.3333333333333333,0.0,121.66,0,-9.316313269493845,0,2,1
3922,1,3,1,3,39.67,39.67,473.0,1.0,0.0,6,24.0,2.0,20.0,33.0,9,1,17,4340,211122.0,1779,121.0,0,1267,0,0,2800,46874,14647,2558,0,15,10,37.0,157.66666666666666,11.923367784219813,0,0.3333333333333333,0.0,39.67,0,8.583686730506155,1,1,0
3923,1,3,1,4,42.98,42.98,251.0,1.0,0.0,6,6.2,0.5,250.0,90.0,2,1,5,4795,105162.0,2004,121.0,0,261,0,0,2888,45544,13309,2598,0,21,2,57.0,62.75,5.839925546765938,0,0.25,0.0,42.98,1,3.528833267638944,1,2,1
3924,0,3,1,4,33.06,33.06,294.0,1.0,0.0,6,10.9,0.2,0.0,90.0,2,1,5,5196,183583.0,4006,121.0,0,53,0,1,6340,51478,14946,1700,2,9,11,65.0,73.5,8.892921960072595,0,0.25,0.0,33.06,0,-4.516313269493844,1,2,1
3925,0,3,5,2,117.5,165.5,783.0,2.0,0.0,6,-2.8,0.0,0.0,71.0,9,1,17,4652,493165.0,1923,121.0,0,390,0,0,2772,45692,13444,2494,0,3,11,7.0,391.5,6.663829787234042,0,1.0,0.0,82.75,0,-18.216313269493845,1,1,0
3926,1,3,2,4,93.58,77.0,632.0,1.0,0.0,6,16.6,3.0,50.0,53.0,2,1,5,8225,489774.0,2424,121.0,0,674,0,0,7400,51692,18015,1551,0,12,3,15.0,158.0,6.753579824748878,0,0.25,0.0,77.0,2,2.706736996728319,1,2,0
3927,1,3,6,9,128.59,109.257,334.0,1.0,0.0,6,7.4,0.4,0.0,96.0,2,1,5,9721,729453.0,3207,121.0,0,735,0,0,7554,49674,20271,968,0,7,9,4.0,37.111111111111114,2.5974025974025974,1,0.1111111111111111,0.0,109.257,0,-8.016313269493844,1,2,1
3928,0,3,1,4,49.0,49.0,149.0,1.0,0.0,6,-4.2,1.6,200.0,45.0,2,1,5,5947,60222.0,85,121.0,0,2347,0,0,11397,45854,16674,3039,0,22,1,52.0,37.25,3.0408163265306123,1,0.25,0.0,49.0,1,-6.871166732361056,0,2,0
3929,0,3,1,3,54.0,54.0,307.0,1.0,0.0,6,34.1,1.4,200.0,48.0,2,1,5,7060,174000.0,1211,121.0,0,1383,0,0,10191,47167,17607,1765,0,17,7,57.0,102.33333333333333,5.685185185185185,0,0.3333333333333333,0.0,54.0,3,9.362560033409896,0,2,0
3930,0,3,2,1,78.87,78.87,164.0,1.0,0.0,6,15.8,3.2,270.0,42.0,2,13,5,418,204942.0,66,109.0,0,129,1,0,774,72795,277,80,0,10,5,3.0,164.0,2.0793711170280207,0,1.0,0.0,78.87,2,1.906736996728318,1,2,0
3931,0,3,1,7,50.0,50.0,456.0,1.0,0.0,6,4.5,2.4,70.0,93.0,2,5,5,8580,135870.0,2220,121.0,0,1056,0,0,8887,48276,19298,1339,0,10,12,49.0,65.14285714285714,9.12,0,0.14285714285714285,0.0,50.0,1,1.8288332676389438,1,3,0
3932,0,3,6,1,98.8,98.8,613.0,1.0,0.0,6,1.4,0.6,270.0,97.0,2,1,5,3854,340839.0,173,121.0,0,910,0,0,14122,40744,13645,969,0,9,11,25.0,613.0,6.204453441295547,0,1.0,0.0,98.8,0,-14.016313269493844,1,2,0
3933,0,3,2,5,178.9,268.87,796.0,3.0,0.0,2,23.1,1.7,360.0,83.0,2,1,5,15712,389019.0,721,118.0,0,2366,0,0,4367,55421,1722,221,0,17,8,80.0,159.2,4.449413079932923,1,0.6,0.0,89.62333333333333,3,-1.6374399665901045,1,2,0
3934,1,3,1,2,239.41,196.39,1392.0,1.0,0.0,6,17.4,1.6,90.0,32.0,2,1,5,4873,333898.0,781,121.0,0,1717,0,0,9648,35843,8601,1475,0,10,10,6.0,696.0,5.814293471450649,0,0.5,0.0,196.39,0,1.9836867305061539,0,2,1
3935,0,3,1,1,102.48,102.48,731.0,1.0,0.0,6,11.9,0.7,50.0,93.0,2,1,5,9957,103415.0,2241,121.0,0,173,0,0,8311,35736,3414,707,0,1,10,65.0,731.0,7.133099141295863,0,1.0,0.0,102.48,0,-3.5163132694938444,1,2,0
3936,0,3,1,2,59.51,85.96,899.0,1.0,0.0,6,16.6,2.8,230.0,51.0,2,1,5,10049,173996.0,2174,121.0,0,250,0,0,8233,35684,3387,734,0,3,5,65.0,449.5,15.106704755503277,0,0.5,0.0,85.96,2,2.706736996728319,0,2,0
3937,1,3,1,2,56.19,56.19,397.0,1.0,0.0,6,17.6,1.0,140.0,41.0,9,1,5,5360,67670.0,4144,121.0,0,372,0,0,6553,51859,14558,2012,0,15,11,65.0,198.5,7.065314112831465,0,0.5,0.0,56.19,0,2.1836867305061567,0,2,0
3938,0,3,3,1,39.41,39.41,126.0,1.0,0.0,6,3.0,1.5,20.0,66.0,2,15,5,903,353214.0,74,161.0,0,99,1,0,117,274,20366,46,0,7,1,81.0,126.0,3.197158081705151,0,1.0,0.0,39.41,1,0.3288332676389438,1,2,1
3939,0,3,1,2,95.86,95.86,625.0,1.0,0.0,6,12.7,1.0,270.0,29.0,2,1,5,8495,166415.0,2897,121.0,0,102,0,0,8585,34876,2652,1622,20,0,5,67.0,312.5,6.519924890465262,0,0.5,0.0,95.86,2,-1.1932630032716833,1,3,0
3940,0,3,1,1,56.2,56.2,281.0,1.0,0.0,6,28.6,1.0,140.0,29.0,2,1,5,9650,262642.0,1005,121.0,0,181,0,0,8338,39205,7412,724,0,14,6,62.0,281.0,5.0,0,1.0,0.0,56.2,3,3.8625600334098955,0,2,0
3941,0,3,2,1,74.74,74.74,412.0,1.0,0.0,6,16.9,0.5,160.0,37.0,2,7,5,11939,128099.0,2320,121.0,0,1919,0,0,7975,36058,4692,2785,0,15,4,6.0,412.0,5.512443136205513,0,1.0,0.0,74.74,2,3.006736996728316,0,2,1
3942,1,3,1,3,98.47,98.47,777.0,1.0,0.0,6,-9.4,0.0,0.0,78.0,2,1,5,17919,169231.0,3560,121.0,0,506,0,0,5191,34848,8184,824,0,8,1,65.0,259.0,7.890728140550421,0,0.3333333333333333,0.0,98.47,1,-12.071166732361057,1,2,0
3943,0,3,1,2,69.43,69.43,615.0,1.0,0.0,6,18.1,0.1,0.0,96.0,2,1,5,17582,140845.0,3532,121.0,0,2945,0,0,5244,31090,4796,2593,0,6,10,72.0,307.5,8.857842431225695,0,0.5,0.0,69.43,0,2.6836867305061567,1,2,0
3944,0,3,1,3,59.4,59.4,489.0,1.0,0.0,6,11.9,0.8,290.0,90.0,2,1,5,15556,159091.0,4514,121.0,0,2476,0,0,13958,49477,8937,1452,0,22,4,70.0,163.0,8.232323232323232,0,0.3333333333333333,0.0,59.4,2,-1.9932630032716823,1,2,1
3945,0,3,2,3,71.84,71.84,317.0,1.0,0.0,6,24.5,2.7,230.0,73.0,2,1,5,17792,228112.0,5945,121.0,0,2396,0,0,8787,44104,12565,4950,0,20,7,20.0,105.66666666666667,4.4125835189309575,0,0.3333333333333333,0.0,71.84,3,-0.2374399665901059,0,2,1
3946,0,3,2,2,66.11,66.11,430.0,1.0,0.0,6,2.5,0.9,50.0,44.0,1,1,19,17706,481259.0,2058,121.0,0,129,0,0,10587,45951,7690,139,0,12,1,28.0,215.0,6.5043109968234765,0,0.5,0.0,66.11,1,-0.17116673236105617,1,3,1
3947,0,3,5,2,167.5,163.06,444.0,2.0,0.0,6,4.6,2.0,290.0,42.0,2,1,5,17155,551919.0,3145,121.0,0,1269,0,0,11736,47234,8727,1503,0,2,12,2.0,222.0,2.6507462686567163,0,1.0,0.0,81.53,1,1.9288332676389435,1,2,0
3948,0,3,2,1,49.8,49.8,93.0,1.0,0.0,6,-2.2,3.0,320.0,19.0,2,15,5,1514,696787.0,80,210.0,0,62,1,1,466,929,28064,105,2,17,1,24.0,93.0,1.8674698795180724,0,1.0,0.0,49.8,1,-4.871166732361056,1,1,0
3949,0,3,3,3,86.1,86.1,306.0,1.0,0.0,6,6.9,1.0,340.0,92.0,2,13,5,736,707027.0,36,112.0,0,162,1,0,653,12980,324,394,0,1,3,35.0,102.0,3.554006968641115,0,0.3333333333333333,0.0,86.1,2,-6.993263003271682,1,2,1
3950,1,3,6,2,237.94,198.5,1316.0,1.0,0.0,6,21.6,1.0,50.0,73.0,2,4,5,4235,955164.0,602,112.0,0,627,0,0,2522,9357,3681,912,5,16,6,9.0,658.0,5.53080608556779,0,0.5,0.0,198.5,3,-3.1374399665901045,1,2,1
3951,0,3,2,3,83.8,83.8,198.0,1.0,0.0,6,-3.4,2.9,360.0,52.0,2,13,5,1362,682578.0,120,112.0,0,115,0,0,106,11564,237,617,54,1,2,22.0,66.0,2.3627684964200477,1,0.3333333333333333,0.0,83.8,1,-6.071166732361056,1,2,0
3952,0,3,2,5,85.84,85.84,354.0,1.0,0.0,6,26.0,0.9,110.0,96.0,2,13,5,2161,246407.0,148,112.0,0,178,0,0,198,10660,1195,400,0,6,7,25.0,70.8,4.123951537744641,1,0.2,0.0,85.84,3,1.262560033409894,0,2,0
3953,0,3,1,3,77.68,77.68,602.0,2.0,0.0,6,17.1,2.1,140.0,67.0,2,1,5,11296,152144.0,90,161.0,0,95,0,0,2528,3425,31098,1062,0,19,5,90.0,200.66666666666666,7.7497425334706485,0,0.6666666666666666,0.0,38.84,2,3.206736996728319,0,2,0
3954,0,3,6,1,176.59,509.62,301.0,4.0,0.0,6,29.8,2.1,360.0,68.0,2,13,20,442,644269.0,43,112.0,0,116,1,0,296,12587,287,134,16,9,8,0.0,301.0,1.7045132793476414,0,4.0,0.0,127.405,3,5.062560033409895,1,2,1
3955,0,3,1,5,75.63,75.63,331.0,1.0,0.0,6,8.8,1.9,160.0,87.0,2,1,5,1638,98912.0,985,109.0,0,271,0,0,2125,73995,1606,1324,0,19,4,65.0,66.2,4.376570144122703,1,0.2,0.0,75.63,2,-5.093263003271682,0,2,1
3956,0,3,2,2,98.88,98.88,229.0,1.0,0.0,6,14.5,0.5,180.0,86.0,2,13,5,1700,834345.0,61,112.0,0,51,2,1,143,11644,576,539,13,22,5,19.0,114.5,2.315938511326861,0,0.5,0.0,98.88,2,0.6067369967283174,0,2,1
3957,0,9,6,1,296.61,562.82,496.0,2.0,0.0,5,20.4,1.0,110.0,60.0,2,15,11,618,928134.0,53,112.0,0,38,2,1,133,12469,417,181,12,20,5,34.0,496.0,1.672229526988301,0,2.0,0.0,281.41,2,6.506736996728316,0,4,1
3958,1,3,6,1,174.59,495.8,315.0,4.0,0.0,6,24.5,1.6,270.0,75.0,2,13,4,465,619106.0,40,112.0,0,102,1,0,261,12545,329,158,5,16,10,1.0,315.0,1.8042270462225787,0,4.0,0.0,123.95,0,9.083686730506155,1,2,0
3959,0,3,3,3,68.2,68.2,136.0,1.0,0.0,6,19.0,0.9,360.0,99.0,2,13,5,1141,580645.0,48,112.0,0,99,2,0,145,12148,297,76,5,3,10,39.0,45.333333333333336,1.9941348973607038,1,0.3333333333333333,0.0,68.2,0,3.5836867305061553,1,2,1
